,names,type,urls,status,owner/org_type,address,owner_or_clerk,filing_date
567,MAINELY VIDEOS,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20021961+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"96 HARLOW STREET , BANGOR, ME 04401",LEWELLYN R. MICHAUD,04/17/2002
568,"MAINELY VINYL, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19892571+D,GOOD STANDING,BUSINESS CORPORATION,"PO BOX 919 , ELLSWORTH, ME 04605",STEPHEN D. FOSTER,05/05/1989
569,"MAINE-LY WASTE SERVICES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19881702+D,MERGED,BUSINESS CORPORATION,"ONE PORTLAND SQUARE , P.O. BOX 586, PORTLAND, ME 04101",PETER B. WEBSTER,02/09/1988
570,MAINE-LY WASTE SERVICES,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19880048+M,EXPIRED,PARTNERSHIP,"P.O. BOX 2231 , SO. PORTLAND, ME 04106",MAINE-LY WASTE SERVICES,09/24/1987
571,MAINE-LY WOODWORKING,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=20000349+M,EXPIRED,INDIVIDUAL,"17 FOUNTAIN STREET , GARDINER, ME 04345",DAVID BEAULIEU,06/21/2000
572,"MAINELY WALKING TOURS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19930590+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"PO BOX 108 , HAMPDEN, ME 04444",CAROLYN A. MCGEECHAN,10/02/1992
573,"MAINELY WATER, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20170895DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 21 , BURLINGTON, ME 04417",IRVING C. MINOTT III,08/29/2016
574,MAINELY WEB  -CANCELLED,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20193103DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"431 MAIN STREET , SACO, ME 04072","PAUL D. WEINSTEIN, ESQ.",12/03/2018
575,"MAINELY WEB, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20040416DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"123 DEPOT STREET , BUXTON, ME 04093",JOHN W. VEDRAL,08/19/2003
576,MAINELY WEDDING CAKES LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20165894DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"10 ALORA STREET , LISBON FALLS, ME 04252",LINDA NODDIN,06/17/2016
577,"MAINELY WEDDING PHOTOGRAPHY, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20183196DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"315 HATCHET MOUNTAIN RD,   ,  HOPE, ME 04847","UNITED STATES CORPORATION AGENTS, INC.",12/21/2017
578,"MAINELY WILDERNESS, CORP.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20200139+D,GOOD STANDING,BUSINESS CORPORATION,"20 MOUNTAIN VIEW LANE , BEDDINGTON, ME 04622",JOSEPH L BENNETT,09/10/2019
579,MAINELY WINTERPORT LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20154755DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"384 SOUTH MAIN STREET , WINTERPORT, ME 04496",CHRISTOPHER LARRABEE,05/29/2015
580,"MAINELY WIRED, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20062439DC,CANCELLED,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 404 , BELFAST, ME 04915","LEE WOODWARD, JR.",02/08/2006
581,MAINELY WIRED,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20081796DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"84 MARGINAL WAY, SUITE 600,   ,  PORTLAND, ME 04101 2480",BENJAMIN E. MARCUS,12/20/2007
582,MAINELY WIRELESS REPAIR,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20030583+D,EXCUSED,BUSINESS CORPORATION,"ONE CENTER STREET,   ,  WATERVILLE, ME 04901",JAMES M LALIBERTY,10/09/2002
583,"MAINELY WIRELESS SALES & SERVICE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20042811+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 2412 , SOUTH PORTLAND, ME 04116 2412",MICHAEL F. VAILLANCOURT,06/28/2004
584,MAINELY WITTY GIFTS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20195462DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"3 BUZZELL ROAD , BIDDEFORD, ME 04005",JENNIFER ANN MARKELL,03/18/2019
585,MAINELY WOOD,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19850228ND,GOOD STANDING,NONPROFIT CORPORATION       (T13-B),"P.O. BOX 88 , MACHIAS, ME 04654","THOMAS MICHAUD, JR.",12/27/1984
586,MAINELY WORDS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=20080087+M,ACTIVE,INDIVIDUAL,"21 KING ROW, DEER ISLE, ME 04627",ELISABETH M. INGOLDSBY,10/11/2007
587,"MAINELY WRAPS - PORTLAND, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20144437DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"84 MARGINAL WAY , SUITE 600, PORTLAND, ME 04101 2480",REID HAYTON-HULL,05/22/2014
588,"MAINELY WRAPS - SCARBOROUGH, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20144438DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"84 MARGINAL WAY , SUITE 600, PORTLAND, ME 04101 2480",REID HAYTON-HULL,05/22/2014
589,"PARDUES MAINE-LY WOOD, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19901713+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"704 RIGGS ROAD , CASCO, ME 04015","DAVID PARDUE, PRESIDENT",03/07/1990
590,MAINELY YARD CARE LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20196691DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 383 , STILLWATER, ME 04489",GARRETT LIBBY,05/03/2019
591,MAINELY YARD CARE,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20190007GP,GENERAL PARTNERSHIP OPTIONAL FILING - NO STATUS WITH SOS,GENERAL PARTNERSHIP,,,02/25/2019
592,"MAINELY YORK TRAILER PARK, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19880370+D,GOOD STANDING,BUSINESS CORPORATION,"408 US ROUTE ONE,   2ND FLOOR,  YORK, ME 03909",DAVID J. BALLOU,07/22/1987
593,"MAINELY YOUNG, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20050684DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"6 CENTRAL MAINE CROSSING,   ,  GARDINER, ME 04345",J. SCOTT  LADD,09/15/2004
594,MAINELY YOURS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19970010+M,EXPIRED,CORPORATION,"PO BOX 1597, YORK BEACH, ME 03910","ALL OCCASIONS, INC.",07/11/1996
595,THE MAINELY YOGA NOOK LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20185329DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"408 US ROUTE ONE,   2ND FLOOR,  YORK, ME 03909",DAVID J. BALLOU,03/26/2018
